timestamp,open,high,low,close,volume
2024-05-28 04:00:00,177.2800,178.9500,177.1200,178.9000,5694
2024-05-28 04:01:00,178.8000,178.8000,178.6000,178.7100,1802
2024-05-28 04:02:00,178.6400,178.7600,178.6100,178.7600,1940
2024-05-28 04:03:00,178.6100,178.6100,178.6000,178.6000,3052
2024-05-28 04:04:00,178.4900,178.5000,178.4900,178.5000,1100
2024-05-28 04:05:00,178.5200,178.5200,178.5000,178.5000,370
2024-05-28 04:06:00,178.4000,178.4000,178.2200,178.2200,841
2024-05-28 04:07:00,178.2800,178.3100,178.2200,178.3100,378
2024-05-28 04:08:00,178.3200,178.6000,178.3200,178.4600,2140
2024-05-28 04:09:00,178.5000,178.5000,178.5000,178.5000,200
2024-05-28 04:10:00,178.4600,178.5000,178.4500,178.5000,652
2024-05-28 04:11:00,178.5200,178.5200,178.5200,178.5200,299
2024-05-28 04:12:00,178.5200,178.5200,178.5200,178.5200,297
2024-05-28 04:13:00,178.5400,178.5800,178.5400,178.5800,748
2024-05-28 04:14:00,178.6000,178.9000,178.6000,178.9000,1528
2024-05-28 04:15:00,178.9000,178.9000,178.9000,178.9000,1763
2024-05-28 04:16:00,178.9200,179.0000,178.9200,179.0000,2782
2024-05-28 04:17:00,179.0800,179.0800,178.9800,179.0000,1250
2024-05-28 04:18:00,178.9500,179.0000,178.9500,178.9900,990
2024-05-28 04:19:00,179.0000,179.0000,178.9700,179.0000,749
2024-05-28 04:20:00,178.9600,178.9600,178.9600,178.9600,129
2024-05-28 04:21:00,178.9600,178.9600,178.9600,178.9600,100
2024-05-28 04:22:00,178.9900,179.0100,178.9900,179.0000,2519
2024-05-28 04:23:00,179.0000,179.0000,178.9800,178.9800,300
2024-05-28 04:25:00,178.9300,178.9500,178.9300,178.9500,823
2024-05-28 04:26:00,179.0000,179.0000,178.9500,178.9500,354
2024-05-28 04:27:00,179.0000,179.1000,179.0000,179.1000,1289
2024-05-28 04:28:00,179.0800,179.2200,179.0800,179.1700,1354
2024-05-28 04:29:00,179.1800,179.1800,179.1600,179.1600,305
2024-05-28 04:30:00,179.2200,179.2200,179.2200,179.2200,311
2024-05-28 04:31:00,179.1500,179.2200,179.1500,179.2200,785
2024-05-28 04:32:00,179.2400,179.2400,179.2200,179.2200,1186
2024-05-28 04:35:00,179.1800,179.1800,179.1000,179.1000,600
2024-05-28 04:36:00,179.0200,179.0600,179.0000,179.0600,377
2024-05-28 04:37:00,179.0400,179.0400,179.0400,179.0400,100
2024-05-28 04:38:00,179.0900,179.1200,179.0900,179.1200,202
2024-05-28 04:39:00,179.1700,179.2000,179.1000,179.1000,1409
2024-05-28 04:42:00,179.0900,179.1000,179.0000,179.0000,412
2024-05-28 04:44:00,179.0500,179.0800,179.0500,179.0800,368
2024-05-28 04:47:00,179.0500,179.0500,179.0000,179.0000,200
2024-05-28 04:48:00,179.0500,179.0500,179.0500,179.0500,200
2024-05-28 04:50:00,179.0400,179.0400,179.0400,179.0400,150
2024-05-28 04:51:00,179.0000,179.0300,179.0000,179.0300,200
2024-05-28 04:52:00,178.9800,178.9800,178.9800,178.9800,200
2024-05-28 04:53:00,178.9800,178.9800,178.9500,178.9500,468
2024-05-28 04:54:00,178.9000,178.9000,178.8800,178.8800,959
2024-05-28 04:55:00,178.8600,178.8600,178.8600,178.8600,100
2024-05-28 04:56:00,178.8800,178.8800,178.8800,178.8800,200
2024-05-28 04:57:00,178.8800,178.8800,178.8800,178.8800,237
2024-05-28 04:59:00,178.9200,178.9200,178.9200,178.9200,238
2024-05-28 05:01:00,178.9800,178.9800,178.9800,178.9800,100
2024-05-28 05:02:00,179.0000,179.0000,179.0000,179.0000,337
