timestamp,open,high,low,close,volume
2024-05-28 04:00:00,181.13,181.76,181.05,181.62,14774
2024-05-28 05:00:00,181.61,181.64,181.2,181.56,9551
2024-05-28 06:00:00,181.5,181.5,180.78,180.78,14578
2024-05-28 07:00:00,180.81,180.89,180.57,180.73,27704
2024-05-28 08:00:00,180.7717,181.78,180.26,180.4488,106426
2024-05-28 09:00:00,180.4,181.36,179.49,179.97,4471072
2024-05-28 10:00:00,179.97,181.85,179.85,181.69,3746657
2024-05-28 11:00:00,181.6969,181.8,180.77,181.145,2411588
2024-05-28 12:00:00,181.14,181.17,180.53,180.6099,1925371
2024-05-28 13:00:00,180.605,181.68,180.31,181.505,2438720
2024-05-28 14:00:00,181.49,181.765,180.67,181.28,2067157
2024-05-28 15:00:00,181.27,182.24,181.23,182.22,3265832
2024-05-28 16:00:00,182.22,182.4,182.07,182.11,3037879
2024-05-28 17:00:00,182.08,182.18,182.0,182.05,22424
2024-05-28 18:00:00,182.05,182.1,181.86,181.95,14748
2024-05-28 19:00:00,181.941,182.14,181.9,181.9,17688
2024-05-29 04:00:00,181.87,181.92,180.75,181.06,10421
2024-05-29 05:00:00,181.21,181.24,181.1,181.24,400
2024-05-29 06:00:00,181.2,181.2,181.02,181.02,4910
2024-05-29 07:00:00,181.02,181.15,180.5,180.71,16300
2024-05-29 08:00:00,180.85,181.73,180.5,180.75,88014
2024-05-29 09:00:00,180.75,183.0802,180.19,182.6,4649662
2024-05-29 10:00:00,182.61,184.08,182.42,183.29,4110002
2024-05-29 11:00:00,183.29,183.74,182.94,183.11,1955316
2024-05-29 12:00:00,183.1,183.28,182.61,183.12,1737842
2024-05-29 13:00:00,183.115,183.25,182.54,183.15,1616810
2024-05-29 14:00:00,183.145,183.35,182.52,182.6362,1511048
2024-05-29 15:00:00,182.64,182.74,181.78,182.09,3369667
2024-05-29 16:00:00,182.09,182.09,181.27,181.39,3714658
2024-05-29 17:00:00,181.4,182.02,181.3101,181.59,1679196
2024-05-29 18:00:00,181.59,182.02,181.11,181.3,34984
2024-05-29 19:00:00,181.33,181.33,181.12,181.3,27113
2024-05-30 04:00:00,181.25,181.39,181.15,181.35,894
2024-05-30 05:00:00,181.46,181.46,181.35,181.35,2326
2024-05-30 06:00:00,181.34,181.54,181.2,181.2,11319
2024-05-30 07:00:00,181.34,181.55,181.14,181.4,13856
2024-05-30 08:00:00,181.14,181.95,180.7,181.65,85439
2024-05-30 09:00:00,181.63,181.71,180.15,180.62,2923015
2024-05-30 10:00:00,180.6262,180.66,179.43,179.745,3846401
2024-05-30 11:00:00,179.74,180.47,179.5101,180.145,1940133
2024-05-30 12:00:00,180.141,180.25,179.66,179.92,1662949
2024-05-30 13:00:00,179.91,180.27,179.8201,179.93,1423600
2024-05-30 14:00:00,179.91,179.99,179.13,179.37,1791173
2024-05-30 15:00:00,179.38,179.55,178.355,179.28,3936240
2024-05-30 16:00:00,179.29,179.5,178.6401,178.9,4606774
2024-05-30 17:00:00,178.9,179.32,178.44,178.5,72880
2024-05-30 18:00:00,178.62,178.88,178.5,178.73,23432
2024-05-30 19:00:00,178.74,178.78,178.35,178.42,29039
2024-05-31 04:00:00,178.41,178.5,178.17,178.37,5373
2024-05-31 05:00:00,178.3,178.36,178.25,178.25,3202
2024-05-31 06:00:00,178.24,178.24,177.65,177.87,52495
2024-05-31 07:00:00,177.95,177.95,177.7,177.95,58927
2024-05-31 08:00:00,177.9491,179.3,177.69,178.8501,189568
2024-05-31 09:00:00,178.9,179.32,176.64,176.85,3935538
2024-05-31 10:00:00,176.83,176.87,173.92,175.4,7941146
2024-05-31 11:00:00,175.4,175.4,174.27,174.57,3073164
2024-05-31 12:00:00,174.575,174.9,173.87,174.55,3175105
2024-05-31 13:00:00,174.55,175.19,174.54,174.98,2749474
2024-05-31 14:00:00,175.0,175.03,173.95,174.735,3191677
2024-05-31 15:00:00,174.735,176.57,174.51,176.465,8998067
2024-05-31 16:00:00,176.5,176.79,175.92,176.32,11491463
2024-05-31 17:00:00,176.35,176.44,176.0366,176.15,97231
2024-05-31 18:00:00,176.25,176.44,176.1523,176.22,17268
2024-05-31 19:00:00,176.22,176.38,176.15,176.27,14189
2024-06-03 04:00:00,176.96,177.57,176.62,177.5,40583
2024-06-03 05:00:00,177.34,177.34,176.9,176.9,16737
2024-06-03 06:00:00,176.9,177.1,176.88,176.9,11626
2024-06-03 07:00:00,176.98,177.0,175.88,176.56,64292
2024-06-03 08:00:00,176.85,177.5,175.8301,176.75,178453
2024-06-03 09:00:00,176.78,178.7,176.62,177.55,4964116
2024-06-03 10:00:00,177.55,177.94,175.97,176.74,3374000
2024-06-03 11:00:00,176.75,177.98,176.42,177.58,2574057
2024-06-03 12:00:00,177.58,177.64,176.0001,176.48,2485089
2024-06-03 13:00:00,176.47,177.49,175.92,177.23,2100231
2024-06-03 14:00:00,177.23,177.44,177.0,177.24,1744578
2024-06-03 15:00:00,177.24,178.38,177.11,178.38,3719475
2024-06-03 16:00:00,178.38,178.5,177.8,178.39,2989787
2024-06-03 17:00:00,178.4,178.45,178.2701,178.29,6732
2024-06-03 18:00:00,178.33,178.39,178.25,178.36,14094
2024-06-03 19:00:00,178.28,178.4,178.25,178.33,8852
2024-06-04 04:00:00,178.33,178.33,177.48,177.48,6830
2024-06-04 05:00:00,177.5,177.73,177.2,177.5,10822
2024-06-04 06:00:00,177.43,177.6,177.35,177.5,5523
2024-06-04 07:00:00,177.5,178.0,177.5,178.0,7787
2024-06-04 08:00:00,177.53,178.54,177.3801,178.15,69845
2024-06-04 09:00:00,178.13,178.48,176.44,177.67,2849002
2024-06-04 10:00:00,177.69,178.645,176.9,178.005,2845706
2024-06-04 11:00:00,177.995,178.52,177.72,178.1299,1719180
2024-06-04 12:00:00,178.1213,178.91,177.87,178.8654,2878609
2024-06-04 13:00:00,178.86,179.08,178.47,178.57,1648663
2024-06-04 14:00:00,178.56,179.82,178.525,179.39,2083494
2024-06-04 15:00:00,179.38,179.59,178.54,179.35,3727578
2024-06-04 16:00:00,179.31,179.34,178.91,179.31,3074450
2024-06-04 17:00:00,179.32,179.34,179.23,179.3001,75588
2024-06-04 18:00:00,179.34,179.391,179.23,179.38,9864
