timestamp,open,high,low,close,volume
2024-05-28 04:00:00,181.13,181.76,181.13,181.55,4009
2024-05-28 04:05:00,181.45,181.46,181.35,181.46,1522
2024-05-28 04:10:00,181.11,181.3,181.05,181.22,917
2024-05-28 04:15:00,181.15,181.21,181.15,181.21,742
2024-05-28 04:20:00,181.21,181.29,181.11,181.29,2030
2024-05-28 04:25:00,181.29,181.29,181.29,181.29,100
2024-05-28 04:30:00,181.28,181.3,181.28,181.3,380
2024-05-28 04:35:00,181.47,181.59,181.46,181.59,4236
2024-05-28 04:45:00,181.62,181.62,181.62,181.62,838
2024-05-28 05:00:00,181.61,181.64,181.32,181.32,2531
2024-05-28 05:05:00,181.31,181.31,181.28,181.28,653
2024-05-28 05:10:00,181.29,181.29,181.23,181.24,490
2024-05-28 05:20:00,181.2,181.2,181.2,181.2,112
2024-05-28 05:25:00,181.2,181.2,181.2,181.2,103
2024-05-28 05:30:00,181.2,181.4,181.2,181.4,3151
2024-05-28 05:35:00,181.4,181.6,181.38,181.57,2251
2024-05-28 05:50:00,181.56,181.56,181.56,181.56,260
2024-05-28 06:00:00,181.5,181.5,181.24,181.24,637
2024-05-28 06:05:00,181.24,181.24,181.1,181.1,2165
2024-05-28 06:15:00,181.07,181.17,181.05,181.05,570
2024-05-28 06:20:00,181.05,181.06,181.02,181.02,2039
2024-05-28 06:25:00,181.02,181.02,181.0,181.0,1668
2024-05-28 06:30:00,181.0,181.0,181.0,181.0,100
2024-05-28 06:35:00,181.08,181.09,181.08,181.09,1183
2024-05-28 06:45:00,181.0,181.0,180.8,180.8,3286
2024-05-28 06:55:00,181.01,181.01,180.78,180.78,2930
2024-05-28 07:00:00,180.81,180.81,180.57,180.7,7187
2024-05-28 07:05:00,180.85,180.89,180.72,180.75,2744
2024-05-28 07:10:00,180.69,180.75,180.65,180.75,4307
2024-05-28 07:15:00,180.83,180.83,180.8,180.8,1167
2024-05-28 07:20:00,180.71,180.71,180.66,180.71,1998
2024-05-28 07:25:00,180.77,180.8,180.75,180.75,1888
2024-05-28 07:30:00,180.75,180.75,180.61,180.63,3090
2024-05-28 07:40:00,180.65,180.75,180.62,180.62,1658
2024-05-28 07:45:00,180.68,180.69,180.65,180.69,731
2024-05-28 07:50:00,180.69,180.69,180.65,180.65,2434
2024-05-28 07:55:00,180.72,180.73,180.72,180.73,500
2024-05-28 08:00:00,180.7717,180.92,180.299,180.65,44659
2024-05-28 08:05:00,181.66,181.78,180.65,180.68,4044
2024-05-28 08:10:00,180.64,180.64,180.52,180.58,4760
